week,game_date,quarter_seconds_remaining,field_goal_result,kick_distance,score_differential,kicker_player_name,kicker_player_id,season,made
15,2006-12-17,591.0,made,32.0,17.0,S.Gostkowski,00-0024333,2006,1
15,2006-12-17,862.0,made,31.0,27.0,S.Gostkowski,00-0024333,2006,1
15,2006-12-17,723.0,made,21.0,30.0,S.Gostkowski,00-0024333,2006,1
15,2006-12-17,686.0,made,43.0,0.0,J.Scobee,00-0022874,2006,1
15,2006-12-17,13.0,missed,44.0,-3.0,R.Bironas,00-0020962,2006,0
15,2006-12-17,809.0,made,27.0,-3.0,R.Bironas,00-0020962,2006,1
15,2006-12-17,786.0,made,45.0,-7.0,L.Tynes,00-0019778,2006,1
15,2006-12-17,146.0,made,52.0,-11.0,L.Tynes,00-0019778,2006,1
15,2006-12-17,738.0,made,30.0,8.0,N.Kaeding,00-0022737,2006,1
15,2006-12-17,423.0,made,24.0,-11.0,L.Tynes,00-0019778,2006,1
15,2006-12-17,281.0,made,22.0,8.0,N.Kaeding,00-0022737,2006,1
15,2006-12-17,703.0,made,25.0,0.0,M.Nugent,00-0023482,2006,1
15,2006-12-17,173.0,made,52.0,10.0,M.Nugent,00-0023482,2006,1
15,2006-12-17,51.0,missed,49.0,-13.0,R.Longwell,00-0010072,2006,0
15,2006-12-17,4.0,made,45.0,13.0,M.Nugent,00-0023482,2006,1
15,2006-12-17,270.0,made,20.0,16.0,M.Nugent,00-0023482,2006,1
15,2006-12-17,8.0,made,47.0,-7.0,J.Feely,00-0019770,2006,1
15,2006-12-17,197.0,missed,48.0,4.0,D.Akers,00-0000108,2006,0
15,2006-12-17,73.0,made,23.0,-4.0,J.Feely,00-0019770,2006,1
15,2006-12-17,852.0,made,24.0,-1.0,J.Feely,00-0019770,2006,1
15,2006-12-17,422.0,missed,50.0,0.0,J.Kasay,00-0009028,2006,0
15,2006-12-17,269.0,made,19.0,7.0,J.Reed,00-0020737,2006,1
15,2006-12-17,7.0,made,37.0,-17.0,J.Kasay,00-0009028,2006,1
15,2006-12-17,285.0,made,45.0,14.0,J.Reed,00-0020737,2006,1
15,2006-12-17,245.0,made,26.0,31.0,J.Reed,00-0020737,2006,1
15,2006-12-14,8.0,made,39.0,-7.0,J.Nedney,00-0011970,2006,1
15,2006-12-17,791.0,made,24.0,0.0,J.Wilkins,00-0017693,2006,1
15,2006-12-17,120.0,made,34.0,3.0,J.Wilkins,00-0017693,2006,1
15,2006-12-17,504.0,made,45.0,-7.0,M.Bryant,00-0020578,2006,1
15,2006-12-17,327.0,made,38.0,18.0,R.Gould,00-0023252,2006,1
15,2006-12-17,770.0,missed,37.0,0.0,R.Gould,00-0023252,2006,0
15,2006-12-17,221.0,made,25.0,0.0,R.Gould,00-0023252,2006,1
15,2006-12-17,632.0,made,37.0,0.0,S.Suisham,00-0023001,2006,1
15,2006-12-17,315.0,made,37.0,3.0,S.Suisham,00-0023001,2006,1
15,2006-12-17,811.0,made,41.0,-6.0,J.Carney,00-0002655,2006,1
15,2006-12-17,259.0,made,22.0,3.0,S.Suisham,00-0023001,2006,1
16,2006-12-24,626.0,made,49.0,0.0,J.Nedney,00-0011970,2006,1
16,2006-12-24,466.0,made,25.0,-3.0,N.Rackers,00-0019676,2006,1
16,2006-12-24,120.0,made,39.0,14.0,N.Rackers,00-0019676,2006,1
16,2006-12-24,27.0,made,32.0,-17.0,J.Nedney,00-0011970,2006,1
16,2006-12-24,900.0,made,37.0,7.0,N.Rackers,00-0019676,2006,1
16,2006-12-24,514.0,made,32.0,10.0,N.Rackers,00-0019676,2006,1
16,2006-12-24,451.0,made,26.0,14.0,M.Stover,00-0015784,2006,1
16,2006-12-24,636.0,made,40.0,0.0,M.Andersen,00-0000282,2006,1
16,2006-12-24,114.0,made,42.0,4.0,J.Kasay,00-0009028,2006,1
16,2006-12-24,522.0,made,36.0,0.0,R.Gould,00-0023252,2006,1
16,2006-12-24,746.0,made,36.0,-4.0,R.Gould,00-0023252,2006,1
16,2006-12-24,317.0,made,39.0,-1.0,R.Gould,00-0023252,2006,1
16,2006-12-24,175.0,made,44.0,2.0,R.Gould,00-0023252,2006,1
16,2006-12-24,413.0,made,46.0,-7.0,S.Graham,00-0019536,2006,1
16,2006-12-24,778.0,made,24.0,4.0,J.Elam,00-0004811,2006,1
16,2006-12-24,87.0,made,33.0,-7.0,A.Vinatieri,00-0016919,2006,1
16,2006-12-24,418.0,made,42.0,4.0,K.Brown,00-0001980,2006,1
16,2006-12-24,2.0,made,48.0,0.0,K.Brown,00-0001980,2006,1
16,2006-12-23,612.0,made,25.0,0.0,S.Janikowski,00-0019646,2006,1
16,2006-12-23,76.0,made,29.0,4.0,L.Tynes,00-0019778,2006,1
16,2006-12-23,707.0,made,37.0,-7.0,S.Janikowski,00-0019646,2006,1
16,2006-12-23,533.0,made,53.0,-11.0,S.Janikowski,00-0019646,2006,1
16,2006-12-23,329.0,missed,44.0,8.0,L.Tynes,00-0019778,2006,0
16,2006-12-23,820.0,made,28.0,8.0,L.Tynes,00-0019778,2006,1
16,2006-12-21,552.0,made,38.0,0.0,D.Rayner,00-0023635,2006,1
16,2006-12-21,210.0,blocked,38.0,3.0,D.Rayner,00-0023635,2006,0
16,2006-12-21,689.0,missed,34.0,3.0,D.Rayner,00-0023635,2006,0
16,2006-12-21,4.0,made,44.0,3.0,D.Rayner,00-0023635,2006,1
16,2006-12-21,98.0,made,44.0,-1.0,D.Rayner,00-0023635,2006,1
16,2006-12-24,804.0,made,48.0,0.0,S.Gostkowski,00-0024333,2006,1
16,2006-12-24,455.0,missed,53.0,-10.0,J.Scobee,00-0022874,2006,0
16,2006-12-24,288.0,missed,49.0,10.0,S.Gostkowski,00-0024333,2006,0
16,2006-12-24,567.0,made,32.0,-7.0,J.Carney,00-0002655,2006,1
16,2006-12-24,348.0,missed,51.0,-4.0,B.Cundiff,00-0020972,2006,0
16,2006-12-24,785.0,made,26.0,-4.0,J.Carney,00-0002655,2006,1
16,2006-12-24,717.0,made,38.0,20.0,J.Carney,00-0002655,2006,1
16,2006-12-25,150.0,made,22.0,0.0,M.Nugent,00-0023482,2006,1
16,2006-12-25,133.0,made,25.0,-3.0,O.Mare,00-0010373,2006,1
16,2006-12-25,14.0,made,30.0,0.0,M.Nugent,00-0023482,2006,1
16,2006-12-25,319.0,made,25.0,7.0,D.Akers,00-0000108,2006,1
16,2006-12-25,1.0,made,45.0,3.0,D.Akers,00-0000108,2006,1
16,2006-12-25,738.0,made,21.0,6.0,D.Akers,00-0000108,2006,1
16,2006-12-24,737.0,made,46.0,7.0,N.Kaeding,00-0022737,2006,1
16,2006-12-24,149.0,made,40.0,3.0,N.Kaeding,00-0022737,2006,1
16,2006-12-24,311.0,made,33.0,1.0,J.Brown,00-0021940,2006,1
16,2006-12-24,428.0,made,23.0,0.0,M.Bryant,00-0020578,2006,1
16,2006-12-24,382.0,made,24.0,3.0,M.Bryant,00-0020578,2006,1
16,2006-12-24,212.0,blocked,31.0,-12.0,P.Dawson,00-0004091,2006,0
16,2006-12-24,352.0,made,37.0,12.0,M.Bryant,00-0020578,2006,1
16,2006-12-24,683.0,made,21.0,0.0,R.Lindell,00-0019310,2006,1
16,2006-12-24,759.0,made,42.0,-3.0,R.Bironas,00-0020962,2006,1
16,2006-12-24,559.0,made,20.0,0.0,R.Bironas,00-0020962,2006,1
16,2006-12-24,391.0,made,36.0,-3.0,R.Lindell,00-0019310,2006,1
16,2006-12-24,66.0,made,45.0,0.0,R.Lindell,00-0019310,2006,1
16,2006-12-24,0.0,made,21.0,-4.0,R.Lindell,00-0019310,2006,1
16,2006-12-24,34.0,made,24.0,6.0,R.Lindell,00-0019310,2006,1
16,2006-12-24,135.0,made,30.0,-2.0,R.Bironas,00-0020962,2006,1
16,2006-12-24,481.0,made,21.0,0.0,J.Wilkins,00-0017693,2006,1
16,2006-12-24,206.0,made,52.0,-3.0,S.Suisham,00-0023001,2006,1
16,2006-12-24,4.0,missed,41.0,0.0,J.Wilkins,00-0017693,2006,0
17,2006-12-31,148.0,made,47.0,-7.0,N.Kaeding,00-0022737,2006,1
17,2006-12-31,386.0,made,35.0,17.0,N.Kaeding,00-0022737,2006,1
17,2006-12-31,95.0,made,28.0,-20.0,N.Rackers,00-0019676,2006,1
17,2006-12-31,206.0,made,20.0,-10.0,N.Rackers,00-0019676,2006,1
17,2006-12-31,699.0,made,41.0,0.0,D.Akers,00-0000108,2006,1
17,2006-12-31,547.0,made,45.0,-3.0,M.Andersen,00-0000282,2006,1
17,2006-12-31,372.0,missed,23.0,7.0,D.Akers,00-0000108,2006,0
17,2006-12-31,433.0,made,26.0,0.0,M.Stover,00-0015784,2006,1
17,2006-12-31,96.0,made,37.0,3.0,M.Stover,00-0015784,2006,1
17,2006-12-31,752.0,made,39.0,6.0,M.Stover,00-0015784,2006,1
17,2006-12-31,292.0,made,29.0,9.0,M.Stover,00-0015784,2006,1
17,2006-12-31,596.0,made,19.0,7.0,J.Kasay,00-0009028,2006,1
17,2006-12-31,156.0,missed,48.0,0.0,P.Dawson,00-0004091,2006,0
17,2006-12-31,5.0,made,43.0,0.0,P.Dawson,00-0004091,2006,1
17,2006-12-31,431.0,made,36.0,-11.0,P.Dawson,00-0004091,2006,1
17,2006-12-31,673.0,made,33.0,0.0,J.Hanson,00-0006800,2006,1
17,2006-12-31,316.0,made,25.0,3.0,J.Hanson,00-0006800,2006,1
17,2006-12-31,369.0,made,26.0,-1.0,J.Hanson,00-0006800,2006,1
17,2006-12-31,9.0,made,39.0,-9.0,M.Gramatica,00-0006223,2006,1
17,2006-12-31,182.0,made,23.0,5.0,J.Hanson,00-0006800,2006,1
17,2006-12-31,654.0,missed,32.0,13.0,D.Rayner,00-0023635,2006,0
17,2006-12-31,53.0,made,25.0,13.0,D.Rayner,00-0023635,2006,1
17,2006-12-31,644.0,made,46.0,16.0,D.Rayner,00-0023635,2006,1
17,2006-12-31,611.0,made,33.0,0.0,J.Scobee,00-0022874,2006,1
17,2006-12-31,472.0,made,28.0,0.0,O.Mare,00-0010373,2006,1
17,2006-12-31,95.0,made,38.0,-4.0,O.Mare,00-0010373,2006,1
17,2006-12-31,2.0,made,46.0,8.0,A.Vinatieri,00-0016919,2006,1
17,2006-12-31,802.0,made,42.0,-11.0,O.Mare,00-0010373,2006,1
17,2006-12-31,460.0,made,34.0,8.0,A.Vinatieri,00-0016919,2006,1
17,2006-12-31,134.0,made,27.0,-11.0,O.Mare,00-0010373,2006,1
17,2006-12-31,762.0,made,34.0,-8.0,O.Mare,00-0010373,2006,1
17,2006-12-31,565.0,made,25.0,0.0,R.Bironas,00-0020962,2006,1
17,2006-12-31,365.0,made,28.0,-3.0,S.Gostkowski,00-0024333,2006,1
17,2006-12-31,811.0,made,26.0,6.0,S.Gostkowski,00-0024333,2006,1
17,2006-12-31,116.0,missed,23.0,-16.0,R.Bironas,00-0020962,2006,0
17,2006-12-31,724.0,missed,33.0,9.0,S.Gostkowski,00-0024333,2006,0
17,2006-12-31,429.0,made,27.0,-9.0,R.Bironas,00-0020962,2006,1
17,2006-12-31,269.0,made,27.0,-13.0,R.Bironas,00-0020962,2006,1
17,2006-12-30,427.0,made,34.0,0.0,J.Feely,00-0019770,2006,1
17,2006-12-30,5.0,made,31.0,10.0,J.Feely,00-0019770,2006,1
17,2006-12-31,641.0,made,35.0,-7.0,S.Janikowski,00-0019646,2006,1
17,2006-12-31,8.0,made,35.0,4.0,M.Nugent,00-0023482,2006,1
17,2006-12-31,469.0,made,22.0,7.0,M.Nugent,00-0023482,2006,1
17,2006-12-31,708.0,made,35.0,17.0,M.Nugent,00-0023482,2006,1
17,2006-12-31,11.0,made,34.0,-7.0,S.Graham,00-0019536,2006,1
17,2006-12-31,67.0,made,35.0,-3.0,J.Reed,00-0020737,2006,1
17,2006-12-31,12.0,missed,39.0,0.0,S.Graham,00-0019536,2006,0
17,2006-12-31,603.0,made,35.0,0.0,J.Brown,00-0021940,2006,1
17,2006-12-31,452.0,missed,44.0,-3.0,M.Bryant,00-0020578,2006,0
17,2006-12-31,618.0,made,30.0,10.0,J.Brown,00-0021940,2006,1
17,2006-12-31,889.0,made,23.0,13.0,J.Brown,00-0021940,2006,1
17,2006-12-31,47.0,made,22.0,0.0,J.Elam,00-0004811,2006,1
17,2006-12-31,683.0,made,21.0,3.0,J.Elam,00-0004811,2006,1
17,2006-12-31,9.0,made,46.0,-13.0,J.Nedney,00-0011970,2006,1
17,2006-12-31,108.0,made,22.0,-4.0,J.Elam,00-0004811,2006,1
17,2006-12-31,720.0,made,29.0,1.0,J.Nedney,00-0011970,2006,1
17,2006-12-31,378.0,made,46.0,4.0,J.Nedney,00-0011970,2006,1
17,2006-12-31,120.0,made,36.0,0.0,J.Nedney,00-0011970,2006,1
17,2006-12-31,408.0,made,42.0,7.0,J.Wilkins,00-0017693,2006,1
17,2006-12-31,722.0,made,53.0,17.0,J.Wilkins,00-0017693,2006,1
18,2007-01-06,676.0,made,23.0,0.0,J.Brown,00-0021940,2006,1
18,2007-01-06,295.0,made,50.0,-3.0,M.Gramatica,00-0006223,2006,1
18,2007-01-06,508.0,made,30.0,0.0,J.Brown,00-0021940,2006,1
18,2007-01-06,619.0,made,29.0,4.0,M.Gramatica,00-0006223,2006,1
18,2007-01-06,526.0,made,48.0,0.0,A.Vinatieri,00-0016919,2006,1
18,2007-01-06,133.0,made,19.0,3.0,A.Vinatieri,00-0016919,2006,1
18,2007-01-06,566.0,missed,23.0,-6.0,L.Tynes,00-0019778,2006,0
18,2007-01-06,2.0,made,50.0,6.0,A.Vinatieri,00-0016919,2006,1
18,2007-01-07,577.0,made,19.0,0.0,D.Akers,00-0000108,2006,1
18,2007-01-07,287.0,made,20.0,-3.0,J.Feely,00-0019770,2006,1
18,2007-01-07,162.0,made,48.0,7.0,D.Akers,00-0000108,2006,1
18,2007-01-07,893.0,made,24.0,-10.0,J.Feely,00-0019770,2006,1
18,2007-01-07,3.0,made,38.0,0.0,D.Akers,00-0000108,2006,1
18,2007-01-07,159.0,made,28.0,-7.0,M.Nugent,00-0023482,2006,1
18,2007-01-07,660.0,made,20.0,-3.0,S.Gostkowski,00-0024333,2006,1
18,2007-01-07,502.0,made,21.0,-7.0,M.Nugent,00-0023482,2006,1
18,2007-01-07,268.0,made,40.0,4.0,S.Gostkowski,00-0024333,2006,1
18,2007-01-07,7.0,made,28.0,7.0,S.Gostkowski,00-0024333,2006,1
18,2007-01-07,703.0,made,37.0,-10.0,M.Nugent,00-0023482,2006,1
19,2007-01-13,523.0,made,23.0,0.0,A.Vinatieri,00-0016919,2006,1
19,2007-01-13,341.0,made,42.0,3.0,A.Vinatieri,00-0016919,2006,1
19,2007-01-13,900.0,made,40.0,-6.0,M.Stover,00-0015784,2006,1
19,2007-01-13,200.0,made,51.0,3.0,A.Vinatieri,00-0016919,2006,1
19,2007-01-13,657.0,made,48.0,6.0,A.Vinatieri,00-0016919,2006,1
19,2007-01-13,870.0,made,51.0,-9.0,M.Stover,00-0015784,2006,1
19,2007-01-13,26.0,made,35.0,6.0,A.Vinatieri,00-0016919,2006,1
19,2007-01-14,46.0,made,50.0,0.0,S.Gostkowski,00-0024333,2006,1
19,2007-01-14,135.0,made,34.0,-4.0,S.Gostkowski,00-0024333,2006,1
19,2007-01-14,74.0,made,31.0,0.0,S.Gostkowski,00-0024333,2006,1
19,2007-01-14,8.0,missed,54.0,-3.0,N.Kaeding,00-0022737,2006,0
19,2007-01-13,568.0,made,33.0,0.0,J.Carney,00-0002655,2006,1
19,2007-01-13,889.0,made,23.0,3.0,J.Carney,00-0002655,2006,1
19,2007-01-13,672.0,made,24.0,-6.0,D.Akers,00-0000108,2006,1
19,2007-01-14,601.0,made,40.0,-7.0,J.Brown,00-0021940,2006,1
19,2007-01-14,268.0,made,41.0,-3.0,R.Gould,00-0023252,2006,1
19,2007-01-14,607.0,made,49.0,0.0,R.Gould,00-0023252,2006,1
20,2007-01-21,54.0,made,42.0,-7.0,A.Vinatieri,00-0016919,2006,1
20,2007-01-21,11.0,made,26.0,-18.0,A.Vinatieri,00-0016919,2006,1
20,2007-01-21,465.0,made,28.0,0.0,S.Gostkowski,00-0024333,2006,1
20,2007-01-21,335.0,made,36.0,-3.0,A.Vinatieri,00-0016919,2006,1
20,2007-01-21,233.0,made,43.0,0.0,S.Gostkowski,00-0024333,2006,1
20,2007-01-21,44.0,made,19.0,0.0,R.Gould,00-0023252,2006,1
20,2007-01-21,825.0,made,43.0,3.0,R.Gould,00-0023252,2006,1
20,2007-01-21,535.0,made,24.0,6.0,R.Gould,00-0023252,2006,1
20,2007-01-21,422.0,missed,47.0,-2.0,B.Cundiff,00-0020972,2006,0
21,2007-02-04,681.0,made,29.0,-8.0,A.Vinatieri,00-0016919,2006,1
21,2007-02-04,2.0,missed,36.0,2.0,A.Vinatieri,00-0016919,2006,0
21,2007-02-04,450.0,made,24.0,2.0,A.Vinatieri,00-0016919,2006,1
21,2007-02-04,200.0,made,20.0,5.0,A.Vinatieri,00-0016919,2006,1
21,2007-02-04,78.0,made,44.0,-8.0,R.Gould,00-0023252,2006,1
1,2007-09-10,775.0,made,35.0,-7.0,N.Rackers,00-0019676,2007,1
1,2007-09-10,220.0,made,33.0,-3.0,J.Nedney,00-0011970,2007,1
1,2007-09-10,680.0,made,30.0,0.0,J.Nedney,00-0011970,2007,1
1,2007-09-09,242.0,missed,44.0,-7.0,M.Prater,00-0023853,2007,0
1,2007-09-09,111.0,made,49.0,7.0,R.Longwell,00-0010072,2007,1
1,2007-09-09,568.0,made,45.0,-10.0,M.Prater,00-0023853,2007,1
1,2007-09-10,542.0,missed,53.0,0.0,S.Graham,00-0019536,2007,0
1,2007-09-10,247.0,made,23.0,6.0,S.Graham,00-0019536,2007,1
1,2007-09-10,67.0,made,40.0,2.0,S.Graham,00-0019536,2007,1
1,2007-09-10,6.0,made,36.0,-5.0,M.Stover,00-0015784,2007,1
1,2007-09-10,845.0,made,23.0,-9.0,M.Stover,00-0015784,2007,1
1,2007-09-09,801.0,missed,47.0,0.0,J.Kasay,00-0009028,2007,0
1,2007-09-09,3.0,made,42.0,0.0,J.Wilkins,00-0017693,2007,1
1,2007-09-09,775.0,made,28.0,3.0,J.Wilkins,00-0017693,2007,1
1,2007-09-09,900.0,made,34.0,1.0,J.Kasay,00-0009028,2007,1
1,2007-09-09,68.0,made,32.0,11.0,J.Kasay,00-0009028,2007,1
1,2007-09-09,302.0,blocked,33.0,0.0,N.Kaeding,00-0022737,2007,0
1,2007-09-09,857.0,made,27.0,0.0,R.Gould,00-0023252,2007,1
1,2007-09-09,37.0,made,21.0,-7.0,J.Elam,00-0004811,2007,1
1,2007-09-09,476.0,made,48.0,-4.0,J.Elam,00-0004811,2007,1
1,2007-09-09,76.0,missed,45.0,1.0,R.Lindell,00-0019310,2007,0
1,2007-09-09,706.0,missed,50.0,-1.0,J.Elam,00-0004811,2007,0
1,2007-09-09,217.0,missed,43.0,-2.0,J.Elam,00-0004811,2007,0
1,2007-09-09,1.0,made,42.0,-2.0,J.Elam,00-0004811,2007,1
1,2007-09-09,797.0,blocked,50.0,0.0,S.Janikowski,00-0019646,2007,0
1,2007-09-09,141.0,missed,46.0,-7.0,S.Janikowski,00-0019646,2007,0
1,2007-09-09,73.0,made,46.0,7.0,J.Hanson,00-0006800,2007,1
1,2007-09-09,8.0,missed,57.0,-10.0,S.Janikowski,00-0019646,2007,0
1,2007-09-09,739.0,made,46.0,3.0,J.Hanson,00-0006800,2007,1
1,2007-09-09,120.0,made,23.0,5.0,J.Hanson,00-0006800,2007,1
1,2007-09-09,359.0,missed,30.0,0.0,J.Medlock,00-0025547,2007,0
1,2007-09-09,455.0,made,26.0,0.0,K.Brown,00-0001980,2007,1
1,2007-09-09,30.0,made,27.0,-17.0,J.Medlock,00-0025547,2007,1
1,2007-09-09,305.0,made,28.0,14.0,K.Brown,00-0001980,2007,1
1,2007-09-09,734.0,made,31.0,0.0,S.Suisham,00-0023001,2007,1
1,2007-09-09,220.0,made,20.0,-3.0,J.Feely,00-0019770,2007,1
1,2007-09-09,335.0,made,44.0,0.0,S.Suisham,00-0023001,2007,1
1,2007-09-09,120.0,made,36.0,-3.0,J.Feely,00-0019770,2007,1
1,2007-09-09,567.0,made,39.0,0.0,S.Suisham,00-0023001,2007,1
1,2007-09-09,414.0,made,22.0,14.0,S.Gostkowski,00-0024333,2007,1
1,2007-09-06,374.0,missed,52.0,0.0,O.Mare,00-0010373,2007,0
1,2007-09-06,390.0,made,34.0,0.0,O.Mare,00-0010373,2007,1
1,2007-09-06,49.0,made,33.0,-3.0,A.Vinatieri,00-0016919,2007,1
1,2007-09-06,856.0,made,33.0,14.0,A.Vinatieri,00-0016919,2007,1
1,2007-09-09,396.0,made,31.0,-6.0,N.Folk,00-0025565,2007,1
1,2007-09-09,7.0,made,44.0,-4.0,L.Tynes,00-0019778,2007,1
1,2007-09-09,351.0,made,48.0,-8.0,L.Tynes,00-0019778,2007,1
1,2007-09-09,813.0,made,24.0,-12.0,L.Tynes,00-0019778,2007,1
1,2007-09-09,579.0,made,53.0,7.0,M.Crosby,00-0025580,2007,1
1,2007-09-09,814.0,made,33.0,-10.0,D.Akers,00-0000108,2007,1
1,2007-09-09,500.0,made,47.0,0.0,D.Akers,00-0000108,2007,1
1,2007-09-09,49.0,made,37.0,-3.0,M.Crosby,00-0025580,2007,1
1,2007-09-09,6.0,made,42.0,0.0,M.Crosby,00-0025580,2007,1
1,2007-09-09,536.0,made,26.0,7.0,J.Reed,00-0020737,2007,1
1,2007-09-09,436.0,made,31.0,24.0,J.Reed,00-0020737,2007,1
1,2007-09-09,540.0,made,38.0,0.0,M.Bryant,00-0020578,2007,1
1,2007-09-09,3.0,made,32.0,3.0,M.Bryant,00-0020578,2007,1
1,2007-09-09,162.0,made,28.0,-6.0,J.Brown,00-0021940,2007,1
1,2007-09-09,854.0,made,46.0,4.0,J.Brown,00-0021940,2007,1
1,2007-09-09,246.0,made,20.0,0.0,R.Bironas,00-0020962,2007,1
1,2007-09-09,263.0,made,22.0,4.0,J.Scobee,00-0022874,2007,1
1,2007-09-09,46.0,made,31.0,-7.0,R.Bironas,00-0020962,2007,1
2,2007-09-16,815.0,made,35.0,0.0,J.Carney,00-0002655,2007,1
2,2007-09-16,468.0,missed,43.0,-3.0,M.Prater,00-0023853,2007,0
2,2007-09-16,253.0,missed,26.0,4.0,M.Prater,00-0023853,2007,0
2,2007-09-16,221.0,made,27.0,3.0,J.Carney,00-0002655,2007,1
2,2007-09-16,483.0,made,34.0,0.0,J.Reed,00-0020737,2007,1
2,2007-09-16,605.0,made,28.0,3.0,J.Reed,00-0020737,2007,1
2,2007-09-16,193.0,made,39.0,6.0,J.Reed,00-0020737,2007,1
2,2007-09-16,18.0,made,31.0,9.0,J.Reed,00-0020737,2007,1
2,2007-09-16,598.0,made,24.0,-12.0,R.Lindell,00-0019310,2007,1
2,2007-09-16,302.0,made,39.0,-7.0,P.Dawson,00-0004091,2007,1
2,2007-09-16,9.0,made,39.0,-4.0,P.Dawson,00-0004091,2007,1
2,2007-09-16,733.0,made,20.0,-6.0,S.Graham,00-0019536,2007,1
2,2007-09-16,347.0,made,18.0,10.0,P.Dawson,00-0004091,2007,1
2,2007-09-16,427.0,made,37.0,0.0,J.Feely,00-0019770,2007,1
2,2007-09-16,7.0,made,26.0,-3.0,N.Folk,00-0025565,2007,1
2,2007-09-16,10.0,made,45.0,-7.0,J.Feely,00-0019770,2007,1
2,2007-09-16,134.0,made,28.0,4.0,N.Folk,00-0025565,2007,1
2,2007-09-16,663.0,made,47.0,7.0,N.Folk,00-0025565,2007,1
2,2007-09-16,741.0,missed,34.0,0.0,L.Tynes,00-0019778,2007,0
2,2007-09-16,408.0,missed,42.0,0.0,M.Crosby,00-0025580,2007,0
2,2007-09-16,103.0,made,48.0,0.0,L.Tynes,00-0019778,2007,1
2,2007-09-16,270.0,made,32.0,-4.0,L.Tynes,00-0019778,2007,1
2,2007-09-16,139.0,made,25.0,0.0,K.Brown,00-0001980,2007,1
2,2007-09-16,551.0,made,33.0,17.0,K.Brown,00-0001980,2007,1
2,2007-09-16,67.0,made,30.0,-6.0,R.Bironas,00-0020962,2007,1
2,2007-09-16,268.0,made,36.0,-10.0,R.Bironas,00-0020962,2007,1
2,2007-09-16,1.0,made,22.0,7.0,A.Vinatieri,00-0016919,2007,1
2,2007-09-16,586.0,made,39.0,10.0,A.Vinatieri,00-0016919,2007,1
2,2007-09-16,1.0,made,20.0,6.0,A.Vinatieri,00-0016919,2007,1
2,2007-09-16,750.0,missed,36.0,9.0,A.Vinatieri,00-0016919,2007,0
2,2007-09-16,150.0,made,47.0,14.0,R.Gould,00-0023252,2007,1
2,2007-09-16,516.0,made,38.0,10.0,R.Gould,00-0023252,2007,1
2,2007-09-16,192.0,made,45.0,-13.0,D.Rayner,00-0023635,2007,1
2,2007-09-16,611.0,blocked,48.0,-10.0,D.Rayner,00-0023635,2007,0
2,2007-09-16,69.0,made,30.0,0.0,J.Hanson,00-0006800,2007,1
2,2007-09-16,360.0,made,32.0,-10.0,R.Longwell,00-0010072,2007,1
2,2007-09-16,50.0,missed,48.0,0.0,J.Hanson,00-0006800,2007,0
2,2007-09-16,7.0,missed,52.0,0.0,R.Longwell,00-0010072,2007,0
2,2007-09-16,552.0,made,37.0,0.0,J.Hanson,00-0006800,2007,1
2,2007-09-16,417.0,missed,38.0,-14.0,O.Mare,00-0010373,2007,0
2,2007-09-16,455.0,made,27.0,21.0,M.Bryant,00-0020578,2007,1
2,2007-09-16,822.0,made,50.0,-7.0,M.Nugent,00-0023482,2007,1
2,2007-09-16,582.0,made,28.0,4.0,M.Stover,00-0015784,2007,1
2,2007-09-16,298.0,missed,46.0,7.0,M.Stover,00-0015784,2007,0
2,2007-09-16,171.0,missed,52.0,-7.0,M.Nugent,00-0023482,2007,0
2,2007-09-16,900.0,made,43.0,14.0,M.Stover,00-0015784,2007,1
2,2007-09-16,608.0,made,21.0,-17.0,M.Nugent,00-0023482,2007,1
2,2007-09-16,629.0,made,38.0,-7.0,S.Janikowski,00-0019646,2007,1
2,2007-09-16,21.0,made,23.0,11.0,J.Elam,00-0004811,2007,1
2,2007-09-16,512.0,missed,45.0,14.0,J.Elam,00-0004811,2007,0
2,2007-09-16,142.0,made,20.0,-3.0,J.Elam,00-0004811,2007,1
2,2007-09-16,673.0,missed,52.0,0.0,S.Janikowski,00-0019646,2007,0
2,2007-09-16,352.0,made,23.0,0.0,J.Elam,00-0004811,2007,1
2,2007-09-16,683.0,missed,41.0,7.0,S.Gostkowski,00-0024333,2007,0
2,2007-09-16,604.0,made,24.0,14.0,S.Gostkowski,00-0024333,2007,1
2,2007-09-16,138.0,made,28.0,0.0,N.Rackers,00-0019676,2007,1
2,2007-09-16,2.0,missed,53.0,10.0,N.Rackers,00-0019676,2007,0
2,2007-09-16,216.0,made,28.0,-3.0,J.Brown,00-0021940,2007,1
2,2007-09-16,595.0,made,28.0,0.0,J.Brown,00-0021940,2007,1
2,2007-09-16,293.0,made,52.0,-3.0,N.Rackers,00-0019676,2007,1
2,2007-09-16,4.0,made,42.0,0.0,N.Rackers,00-0019676,2007,1
2,2007-09-16,548.0,made,27.0,0.0,J.Wilkins,00-0017693,2007,1
2,2007-09-16,115.0,made,29.0,3.0,J.Wilkins,00-0017693,2007,1
2,2007-09-16,609.0,made,53.0,-1.0,J.Wilkins,00-0017693,2007,1
2,2007-09-16,208.0,made,40.0,-2.0,J.Nedney,00-0011970,2007,1
2,2007-09-16,64.0,missed,56.0,-1.0,J.Wilkins,00-0017693,2007,0
2,2007-09-17,2.0,made,35.0,0.0,S.Suisham,00-0023001,2007,1
